,Jogo 1,Jogo 1,Jogo 1,Jogo 1,Jogo 1,Jogo 1,Jogo 1,Jogo 1,Jogo 2,Jogo 2,Jogo 2,Jogo 2,Jogo 2,Jogo 2
2275,5072,9,Fluminense,Amarelo,Henrique Souza,21.0,,86,5574.0,21.0,Santos,Ricardo Oliveira,59,
2276,5072,9,Fluminense,Vermelho,Gum,3.0,Zagueiro,56,5575.0,21.0,Cruzeiro,Henrique Pacheco Lima,3,
2277,5072,9,Goias,Amarelo,Erik Nascimento de Lima,11.0,Atacante,63,5575.0,21.0,Cruzeiro,Ramón Ábila,48,
2278,5072,9,Fluminense,Amarelo,Wagner Ferreira dos Santos,10.0,Meio-campo,51,5575.0,21.0,Figueirense,Wéverton Almeida Santos,88,
2279,5073,9,Ponte Preta,Amarelo,Tiago dos Santos Alves,3.0,Zagueiro,33,5576.0,21.0,Corinthians,Jonathan Marlone,51,
2280,5073,9,Athletico-PR,Amarelo,Hernani Azevedo Junior,8.0,Meio-campo,24,5576.0,21.0,Corinthians,Marquinhos,71,
2281,5073,9,Athletico-PR,Amarelo,Marcos Guilherme,10.0,Meio-campo,75,5576.0,21.0,Vitoria,Yago Fernando da Silva,43,Gol Contra
2282,5074,9,Coritiba,Amarelo,Lúcio Flávio,8.0,Meio-campo,56,5577.0,22.0,Ponte Preta,Roger Rodrigues da Silva,36,
2283,5074,9,Coritiba,Amarelo,Rodrigo Ramos,27.0,Zagueiro,18,5577.0,22.0,Ponte Preta,Clayson Henrique da Silva Vieira,50,
2284,5074,9,Cruzeiro,Amarelo,Marcos Vinícius de Jesus Araújo,34.0,,90+1,5579.0,22.0,Figueirense,Rafael Moura,48,Penalty
2285,5074,9,Cruzeiro,Amarelo,Paulo André,20.0,Zagueiro,54,5578.0,22.0,Cruzeiro,Róbson Michael Signorini,49,
2286,5074,9,Cruzeiro,Amarelo,Henrique Pacheco Lima,8.0,Meio-campo,32,5578.0,22.0,Cruzeiro,Ramón Ábila,53,
2287,5074,9,Coritiba,Amarelo,Esquerdinha,65.0,Meio-campo,67,5580.0,22.0,Gremio,Luan Guilherme de Jesus Vieira,53,
2288,5074,9,Coritiba,Amarelo,Luccas Claro,3.0,Zagueiro,31,5580.0,22.0,Atletico-MG,Robinho,87,
2289,5074,9,Coritiba,Amarelo,Leandro Silva,15.0,Zagueiro,12,5581.0,22.0,Palmeiras,Eduardo Pereira Rodrigues,19,
2290,5074,9,Cruzeiro,Amarelo,Willians Domingos Fernandes,5.0,Meio-campo,89,5581.0,22.0,Palmeiras,Jean Raphael Vanderlei Moreira,25,
2291,5074,9,Cruzeiro,Amarelo,Allano,35.0,Meio-campo,36,5582.0,22.0,Chapecoense,Everton Kempes dos Santos Gonçalves,42,
2292,5075,9,Vasco,Amarelo,Charles Marcelo da Silva,1.0,Goleiro,77,5582.0,22.0,Flamengo,Diego Ribas,9,
2293,5075,9,Vasco,Amarelo,Sérgio Antônio Borges Júnior,8.0,Meio-campo,32,5582.0,22.0,Flamengo,Federico Mancuello,90+1,
2294,5075,9,Vasco,Amarelo,Madson,2.0,Zagueiro,90+5,5582.0,22.0,Flamengo,Leandro Damião,71,Penalty
2295,5075,9,Vasco,Amarelo,Jhon Cley,10.0,Meio-campo,35,5584.0,22.0,Internacional,Luis Manuel Seijas,9,Penalty
2296,5076,9,Santos,Vermelho,David Braz,14.0,Zagueiro,78,5584.0,22.0,Sport,Vinícius Vasconcelos Araújo,89,
2297,5076,9,Internacional,Amarelo,Lisandro López,17.0,Atacante,83,5585.0,22.0,Vitoria,Marcelo Machado dos Santos,37,
2298,5076,9,Santos,Amarelo,Neto Berola,40.0,,90+4,5585.0,22.0,Vitoria,David Corrêa da Fonseca,64,
2299,5076,9,Santos,Amarelo,David Braz,14.0,Zagueiro,34,5585.0,22.0,America-MG,Danilo Barcelos,86,
2300,5076,9,Internacional,Amarelo,William de Asevedo Furtado,6.0,Zagueiro,85,5586.0,22.0,Athletico-PR,Hernani Azevedo Junior,7,
2301,5076,9,Internacional,Amarelo,Jorge Henrique,23.0,Meio-campo,14,5546.0,18.0,Fluminense,Magno Alves,79,
2302,5076,9,Santos,Amarelo,Lucas Otávio,25.0,Meio-campo,76,5546.0,18.0,Figueirense,Carlos Alberto Gomes de Jesus,48,
2303,5077,10,Sport,Amarelo,Régis,10.0,Meio-campo,21,5546.0,18.0,Fluminense,Gustavo Scarpa,14,
2304,5077,10,Internacional,Amarelo,Alan Henrique Costa,26.0,Zagueiro,9,5546.0,18.0,Figueirense,Nirley da Silva Fonseca,61,
2305,5077,10,Internacional,Vermelho,Leonardo Moreira Morais,2.0,Zagueiro,90+1,5546.0,18.0,Fluminense,Renato de Araújo Chaves Júnior,20,
2306,5077,10,Sport,Amarelo,André Felipe Ribeiro de Souza,90.0,Atacante,59,5556.0,19.0,Botafogo-RJ,Camilo,21,
2307,5077,10,Internacional,Amarelo,Geferson Cerqueira Teles,24.0,Zagueiro,54,5556.0,19.0,Botafogo-RJ,Luiz Ricardo Alves,29,
2308,5078,10,Vasco,Vermelho,Rafael Silva dos Santos,19.0,,90+4,5556.0,19.0,Gremio,Matheus dos Santos Batista,80,
2309,5078,10,Vasco,Amarelo,Lucas Santos Siqueira,8.0,Meio-campo,66,5587.0,23.0,Santa Cruz,Arthur Caike do Nascimento Cruz,57,
2310,5078,10,Avai,Amarelo,Emerson dos Santos da Silva,4.0,Zagueiro,65,5587.0,23.0,Santa Cruz,Bruno Eduardo Moraes,64,
2311,5078,10,Avai,Vermelho,Antonio Carlos Capocasali,3.0,Zagueiro,90+4,5587.0,23.0,Chapecoense,Bruno Rangel,87,Penalty
2312,5078,10,Vasco,Amarelo,Rodrigo Baldasso da Costa,3.0,Zagueiro,75,5587.0,23.0,Chapecoense,Everton Kempes dos Santos Gonçalves,28,
2313,5078,10,Vasco,Amarelo,Christianno,6.0,Zagueiro,45,5589.0,23.0,Botafogo-RJ,Neilton Mestzk,50,
2314,5078,10,Avai,Amarelo,André Lima,99.0,Atacante,45+1,5588.0,23.0,Figueirense,Lins Lima de Brito,4,
2315,5079,10,Chapecoense,Amarelo,Neném,33.0,,65,5590.0,23.0,Atletico-MG,Fred,45+1,
2316,5079,10,Chapecoense,Amarelo,Wagner Ricardo Silva da Silva,47.0,Meio-campo,44,5590.0,23.0,Atletico-MG,Fred,63,
2317,5079,10,Chapecoense,Amarelo,William Barbio,7.0,,63,5590.0,23.0,Vitoria,Antônio Eduardo Pereira dos Santos,59,
2318,5080,10,Atletico-MG,Amarelo,Carlos Júnior,13.0,Meio-campo,52,5591.0,23.0,Palmeiras,Yerry Mina,56,
2319,5080,10,Coritiba,Amarelo,Luccas Claro,3.0,Zagueiro,76,5591.0,23.0,Palmeiras,Vitor Hugo Franchescoli de Souza,71,
2320,5080,10,Coritiba,Amarelo,Welinton,4.0,Zagueiro,45+1,5591.0,23.0,Sao Paulo,Andrés Chávez,48,
2321,5080,10,Coritiba,Amarelo,Lúcio Flávio,8.0,Meio-campo,23,5593.0,23.0,Coritiba,Raphael Cavalcante Veiga,35,
2322,5080,10,Atletico-MG,Amarelo,Douglas Santos,6.0,Zagueiro,84,5593.0,23.0,Coritiba,Neto Berola,39,
2323,5080,10,Atletico-MG,Amarelo,Leonardo Silva,3.0,Zagueiro,50,5593.0,23.0,Coritiba,Walisson,22,
2324,5080,10,Coritiba,Amarelo,Alan Santos da Silva,5.0,Meio-campo,45+2,5593.0,23.0,Coritiba,Leandro,31,
2325,5080,10,Coritiba,Amarelo,Thiago Galhardo,89.0,Meio-campo,38,5592.0,23.0,Flamengo,Luiz Fernando Pereira da Silva,90,
2326,5082,10,Gremio,Amarelo,Rafael Galhardo,2.0,Zagueiro,85,5592.0,23.0,Ponte Preta,William Pottker,67,
2327,5082,10,Gremio,Amarelo,Walace,5.0,Meio-campo,40,5592.0,23.0,Flamengo,Gabriel Santana,14,
2328,5082,10,Gremio,Amarelo,Luan Guilherme de Jesus Vieira,7.0,Meio-campo,3,5594.0,23.0,Corinthians,Vilson Xavier de Menezes Júnior,62,
2329,5082,10,Cruzeiro,Amarelo,Marcos Vinícius de Jesus Araújo,34.0,,71,5594.0,23.0,Corinthians,Rodrigo Eduardo Costa Marinho,47,
2330,5082,10,Cruzeiro,Amarelo,Bruno Rodrigo,4.0,Zagueiro,68,5594.0,23.0,Corinthians,Léo Príncipe,54,
2331,5082,10,Cruzeiro,Amarelo,Leandro Damião,9.0,Atacante,40,5595.0,23.0,Cruzeiro,Giorgian De Arrascaeta,21,
2332,5082,10,Gremio,Amarelo,Pedro Geromel,3.0,Zagueiro,57,5595.0,23.0,Cruzeiro,Ramón Ábila,70,
2333,5082,10,Gremio,Amarelo,Maicon,19.0,Meio-campo,25,5596.0,23.0,Internacional,Aylon,62,
2334,5082,10,Cruzeiro,Amarelo,Mayke,22.0,Zagueiro,73,5596.0,23.0,Santos,Ricardo Oliveira,28,
2335,5082,10,Cruzeiro,Amarelo,Willian Gomes de Siqueira,25.0,Meio-campo,68,5596.0,23.0,Internacional,Luis Manuel Seijas,43,
2336,5082,10,Cruzeiro,Amarelo,Willians Domingos Fernandes,5.0,Meio-campo,55,5597.0,24.0,Flamengo,Gabriel Santana,60,
2337,5081,10,Joinville,Amarelo,Guti,3.0,Zagueiro,34,5597.0,24.0,Vitoria,Zé Love,22,
2338,5081,10,Flamengo,Amarelo,Héctor Canteros,20.0,Meio-campo,90,5597.0,24.0,Flamengo,Luiz Fernando Pereira da Silva,44,
2339,5081,10,Joinville,Amarelo,Douglas da Silva,4.0,Zagueiro,83,5599.0,24.0,Sao Paulo,Kelvin Mateus de Oliveira,73,
2340,5081,10,Joinville,Amarelo,Anselmo de Moraes,5.0,Meio-campo,28,5599.0,24.0,Sao Paulo,Andrés Chávez,31,
2341,5081,10,Flamengo,Amarelo,Jonas Gomes de Sousa,18.0,Meio-campo,45+2,5599.0,24.0,Figueirense,Carlos Alberto Gomes de Jesus,87,Penalty
2342,5083,10,Athletico-PR,Amarelo,Ytalo José dos Santos,9.0,Meio-campo,56,5599.0,24.0,Sao Paulo,Christian Cueva,66,
2343,5083,10,Athletico-PR,Amarelo,Nikão,11.0,Meio-campo,90+3,5598.0,24.0,Chapecoense,Everton Kempes dos Santos Gonçalves,71,
2344,5085,10,Figueirense,Vermelho,Clayton da Silveira da Silva,7.0,Atacante,83,5600.0,24.0,Botafogo-RJ,Gustavo Canales,66,
2345,5085,10,Figueirense,Amarelo,Rafael Bastos,16.0,Meio-campo,66,5600.0,24.0,Botafogo-RJ,Camilo,80,
2346,5085,10,Goias,Amarelo,Bruno Henrique,9.0,Atacante,90+4,5602.0,24.0,Athletico-PR,Pablo Felipe Teixeira,46,
2347,5085,10,Figueirense,Amarelo,Clayton da Silveira da Silva,7.0,Atacante,35,5602.0,24.0,Internacional,Valdívia,2,
2348,5085,10,Goias,Amarelo,Rafael Forster,13.0,,37,5602.0,24.0,Athletico-PR,Pablo Felipe Teixeira,40,
2349,5084,10,Ponte Preta,Amarelo,Renato Cajá,10.0,Meio-campo,81,5601.0,24.0,Sport,Rodney Wallace,70,
2350,5084,10,Corinthians,Amarelo,Jadson,10.0,Meio-campo,90+4,5601.0,24.0,Santa Cruz,Keno,6,
2351,5084,10,Ponte Preta,Amarelo,Fernando Paixão da Silva,5.0,Meio-campo,38,5601.0,24.0,Sport,Luis Carlos Ruiz,80,
2352,5086,10,Fluminense,Amarelo,Gerson Santos da Silva,30.0,Meio-campo,61,5601.0,24.0,Santa Cruz,João Paulo,50,
2353,5086,10,Santos,Amarelo,Daniel Guedes,38.0,Zagueiro,63,5601.0,24.0,Sport,Vinícius Vasconcelos Araújo,90,
2354,5086,10,Santos,Amarelo,Werley Ananias da Silva,2.0,Zagueiro,27,5601.0,24.0,Santa Cruz,Bruno Eduardo Moraes,72,
2355,5086,10,Fluminense,Amarelo,Wagner Ferreira dos Santos,10.0,Meio-campo,48,5601.0,24.0,Sport,Durval,53,
2356,5086,10,Santos,Amarelo,Thiago Maia,29.0,Meio-campo,36,5601.0,24.0,Sport,Everton Felipe,90+2,
2357,5087,11,Joinville,Amarelo,Guti,3.0,Zagueiro,15,5603.0,24.0,Santos,Renato Dirnei Florêncio,85,
2358,5087,11,Coritiba,Amarelo,Hélder,23.0,Meio-campo,19,5603.0,24.0,Corinthians,Jonathan Marlone,37,
2359,5087,11,Joinville,Amarelo,Diego Jara Rodrigues,6.0,Zagueiro,10,5603.0,24.0,Santos,Vitor Bueno,71,Penalty
2360,5089,11,Athletico-PR,Amarelo,Natanael Batista Pimenta,6.0,Zagueiro,62,5604.0,24.0,Ponte Preta,William Pottker,44,
2361,5089,11,Athletico-PR,Vermelho,Walter Henrique da Silva,18.0,Atacante,90,5604.0,24.0,America-MG,Jonas Jessué da Silva Júnior,58,
2362,5089,11,Athletico-PR,Amarelo,Giovanni Piccolomo,17.0,,80,5606.0,24.0,Fluminense,Gustavo Scarpa,77,
2363,5088,11,Vasco,Vermelho,Christianno,6.0,Zagueiro,47,5606.0,24.0,Fluminense,Francinilson Santos Meirelles,90+2,
2364,5088,11,Chapecoense,Amarelo,Bruno Rangel,9.0,Atacante,42,5606.0,24.0,Fluminense,Douglas Augusto Soares Gomes,49,
2365,5088,11,Vasco,Amarelo,Pablo Guiñazú,5.0,Meio-campo,63,5606.0,24.0,Atletico-MG,Robinho,28,
2366,5088,11,Vasco,Vermelho,Jhon Cley,16.0,,79,5606.0,24.0,Fluminense,Marquinho,73,
2367,5088,11,Vasco,Amarelo,Jhon Cley,16.0,,76,5606.0,24.0,Atletico-MG,Rómulo Otero,88,
2368,5090,11,Sport,Amarelo,Diego Souza,87.0,Meio-campo,77,5607.0,25.0,Santos,José Carlos Cracco Neto,4,
2369,5090,11,Avai,Vermelho,Eduardo Neto,8.0,Meio-campo,90+5,5608.0,25.0,Figueirense,Dodô,38,Penalty
2370,5090,11,Avai,Amarelo,Jubal Rocha Mendes Júnior,4.0,Zagueiro,90+1,5608.0,25.0,Figueirense,Lins Lima de Brito,15,
2371,5090,11,Avai,Amarelo,Jeci,3.0,Zagueiro,84,5608.0,25.0,America-MG,Jonas Jessué da Silva Júnior,44,
2372,5090,11,Avai,Amarelo,Eduardo Neto,8.0,Meio-campo,14,5608.0,25.0,America-MG,Osman,80,
2373,5090,11,Avai,Amarelo,William Júnior Salles de Lima Souza,9.0,Atacante,90+4,5610.0,25.0,Santa Cruz,Bruno Eduardo Moraes,90+1,
2374,5090,11,Avai,Amarelo,Vagner Antônio Brandalise,1.0,Goleiro,88,5609.0,25.0,Ponte Preta,Fábio Ferreira,53,
2375,5090,11,Avai,Amarelo,Anderson Lopes,11.0,Atacante,72,5609.0,25.0,Ponte Preta,Roger Rodrigues da Silva,76,
2376,5090,11,Sport,Amarelo,Régis,10.0,,81,5609.0,25.0,Ponte Preta,William Pottker,90+5,Penalty
2377,5091,11,Goias,Amarelo,Alex Alves Cardoso,3.0,Zagueiro,35,5611.0,25.0,Coritiba,Leandro,28,Penalty
2378,5091,11,Corinthians,Amarelo,Bruno Henrique Corsini,25.0,Meio-campo,65,5611.0,25.0,Corinthians,Jonathan Marlone,15,
2379,5091,11,Goias,Amarelo,Fred,4.0,Zagueiro,63,5612.0,25.0,Palmeiras,Gabriel Jesus,82,
2380,5091,11,Corinthians,Amarelo,Fagner,23.0,Zagueiro,90+3,5612.0,25.0,Flamengo,Alan Patrick,62,
2381,5093,11,Santos,Amarelo,David Braz,14.0,Zagueiro,58,5614.0,25.0,Chapecoense,Dener Assunção Braz,54,
2382,5093,11,Santos,Amarelo,Geuvânio,11.0,Meio-campo,27,5614.0,25.0,Chapecoense,Lourency do Nascimento Rodrigues,89,
2383,5093,11,Gremio,Amarelo,Walace,5.0,Meio-campo,90,5614.0,25.0,Fluminense,Cícero Santos,4,
2384,5093,11,Santos,Amarelo,Caju,3.0,Zagueiro,33,5613.0,25.0,Atletico-MG,Júnior Urso,59,
2385,5093,11,Santos,Amarelo,Gabriel Barbosa,10.0,Meio-campo,26,5616.0,25.0,Vitoria,Antônio Eduardo Pereira dos Santos,47,
2386,5093,11,Santos,Vermelho,Geuvânio,11.0,Meio-campo,28,5615.0,25.0,Sao Paulo,Wesley Lopes Beltrame,43,
2387,5092,11,Fluminense,Amarelo,Gustavo Scarpa,40.0,,77,5617.0,26.0,Palmeiras,Moisés Lima Magalhães,5,
2388,5092,11,Sao Paulo,Amarelo,Édson José da Silva,21.0,Zagueiro,30,5617.0,26.0,Palmeiras,Yerry Mina,76,
2389,5092,11,Fluminense,Amarelo,Edson Felipe da Cruz,8.0,Meio-campo,1,5618.0,26.0,Flamengo,Willian Arão,37,
2390,5094,11,Ponte Preta,Amarelo,Vitor Xavier,16.0,Meio-campo,54,5618.0,26.0,Flamengo,Diego Ribas,71,Penalty
2391,5094,11,Palmeiras,Amarelo,Eduardo Pereira Rodrigues,7.0,Meio-campo,56,5619.0,26.0,Atletico-MG,Clayton da Silveira da Silva,31,
2392,5094,11,Palmeiras,Amarelo,Lucas Rios Marques,32.0,Zagueiro,35,5619.0,26.0,Cruzeiro,Róbson Michael Signorini,76,
2393,5094,11,Ponte Preta,Amarelo,Pablo Castro,4.0,Zagueiro,90+2,5621.0,26.0,Fluminense,Gustavo Scarpa,40,
2394,5094,11,Ponte Preta,Amarelo,Cesinha,9.0,Atacante,37,5623.0,26.0,Athletico-PR,Pablo Felipe Teixeira,80,
2395,5094,11,Palmeiras,Amarelo,Victor Ramos,3.0,Zagueiro,52,5620.0,26.0,Coritiba,Willian José de Souza,31,
2396,5095,11,Flamengo,Amarelo,Emerson Sheik,11.0,Atacante,65,5622.0,26.0,Chapecoense,Tiaguinho,43,
2397,5095,11,Figueirense,Amarelo,Dudu,11.0,,79,5622.0,26.0,Ponte Preta,Fábio Ferreira,33,
2398,5095,11,Flamengo,Amarelo,Marcelo Cirino da Silva,7.0,Meio-campo,66,5622.0,26.0,Ponte Preta,Roger Rodrigues da Silva,56,
2399,5095,11,Flamengo,Amarelo,Alan Patrick,27.0,Meio-campo,48,5622.0,26.0,Chapecoense,Tiaguinho,12,
2400,5095,11,Figueirense,Amarelo,Roberto Cereceda,36.0,Zagueiro,67,5624.0,26.0,Santos,Jonathan Copete,5,
2401,5096,11,Internacional,Amarelo,Andrés D'Alessandro,10.0,Meio-campo,41,5624.0,26.0,Santa Cruz,Keno,90+11,
2402,5096,11,Internacional,Vermelho,Anderson Luís de Abreu Oliveira,8.0,Meio-campo,62,5624.0,26.0,Santos,Jean Mota Oliveira de Souza,88,
2403,5096,11,Atletico-MG,Amarelo,Leandro Donizete,8.0,Meio-campo,54,5624.0,26.0,Santos,Vitor Bueno,90+13,
2404,5096,11,Atletico-MG,Amarelo,Edcarlos,15.0,Zagueiro,90,5624.0,26.0,Santa Cruz,Keno,56,
2405,5096,11,Atletico-MG,Amarelo,Carlos César Neves,18.0,Zagueiro,27,5625.0,26.0,Botafogo-RJ,Rodrigo Pimpão,45,
2406,5098,12,Santos,Amarelo,Daniel Guedes,38.0,Zagueiro,51,5626.0,26.0,America-MG,Michael Vinicius Silva de Morais,90,
2407,5098,12,Santos,Amarelo,Werley Ananias da Silva,2.0,Zagueiro,64,5627.0,27.0,Palmeiras,Yerry Mina,57,
2408,5098,12,Santos,Amarelo,Thiago Maia,29.0,Meio-campo,19,5627.0,27.0,Coritiba,Iago Dias,76,
2409,5097,12,Chapecoense,Amarelo,Wanderson,5.0,,89,5627.0,27.0,Palmeiras,Leandro,51,
2410,5097,12,Gremio,Amarelo,Pedro Rocha Neves,32.0,Meio-campo,27,5628.0,27.0,Sport,José Rogério de Oliveira Melo,11,
2411,5097,12,Gremio,Amarelo,Braian Rodríguez,9.0,,90+4,5629.0,27.0,America-MG,Jonas Jessué da Silva Júnior,65,
2412,5099,12,Coritiba,Amarelo,Norberto Pereira Marinho Neto,40.0,,87,5630.0,27.0,Athletico-PR,Thiago Heleno,78,
2413,5099,12,Coritiba,Amarelo,Alan Santos da Silva,5.0,Meio-campo,55,5630.0,27.0,Athletico-PR,Thiago Heleno,45+2,Penalty
2414,5099,12,Ponte Preta,Amarelo,Pablo Castro,4.0,Zagueiro,90+2,5630.0,27.0,Athletico-PR,Leonardo Moreira Morais,67,
2415,5099,12,Ponte Preta,Amarelo,Cesinha,18.0,,88,5631.0,27.0,Santa Cruz,Keno,66,
2416,5099,12,Ponte Preta,Amarelo,Diego Oliveira,9.0,Atacante,59,5631.0,27.0,Figueirense,Danny Morais,60,Gol Contra
2417,5099,12,Coritiba,Amarelo,Henrique Gelain Custodio,66.0,Zagueiro,80,5631.0,27.0,Figueirense,Ayrton Ganino,1,
2418,5099,12,Coritiba,Amarelo,Thiago Galhardo,89.0,Meio-campo,41,5631.0,27.0,Figueirense,Lins Lima de Brito,38,
2419,5099,12,Ponte Preta,Amarelo,Biro-Biro,11.0,Meio-campo,89,5632.0,27.0,Vitoria,Mário Sérgio Santos Costa,52,
2420,5099,12,Ponte Preta,Amarelo,Renato Cajá,10.0,Meio-campo,64,5632.0,27.0,Vitoria,Lyanco,72,Gol Contra
2421,5099,12,Ponte Preta,Amarelo,Renato de Araújo Chaves Júnior,3.0,Zagueiro,32,5633.0,27.0,Fluminense,Cícero Santos,90+4,
2422,5101,12,Palmeiras,Amarelo,Egídio de Araújo Pereira Júnior,66.0,Zagueiro,56,5635.0,27.0,Gremio,Pedro Rocha Neves,10,
2423,5101,12,Avai,Amarelo,André Lima,99.0,,86,5634.0,27.0,Flamengo,Federico Mancuello,89,
2424,5101,12,Avai,Amarelo,Nino Paraíba,2.0,Zagueiro,84,5634.0,27.0,Cruzeiro,Rafael da Silva Francisco,74,
2425,5101,12,Avai,Amarelo,Claudinei Junio de Souza,8.0,Meio-campo,27,5634.0,27.0,Flamengo,Paolo Guerrero,84,
2426,5101,12,Palmeiras,Amarelo,Victor Ramos,3.0,Zagueiro,64,5636.0,27.0,Atletico-MG,Clayton da Silveira da Silva,29,
2427,5101,12,Avai,Amarelo,Renan Martins Pereira,5.0,Meio-campo,88,5636.0,27.0,Atletico-MG,Lucas Pratto,81,
2428,5101,12,Avai,Amarelo,Roberto César Zardin Rodrigues,21.0,,84,5636.0,27.0,Internacional,Gustavo Ferrareis,31,
2429,5101,12,Avai,Amarelo,Emerson dos Santos da Silva,4.0,Zagueiro,72,5636.0,27.0,Atletico-MG,Fred,15,
2430,5100,12,Figueirense,Amarelo,Marcos Roberto da Silva Barbosa,3.0,Zagueiro,80,5637.0,28.0,Fluminense,Richarlison,66,
2431,5100,12,Joinville,Amarelo,Fabrício de Souza,8.0,Meio-campo,59,5637.0,28.0,Fluminense,Gustavo Scarpa,87,
2432,5100,12,Joinville,Amarelo,Marinaldo dos Santos Oliveira,5.0,Meio-campo,88,5637.0,28.0,Sport,Gum,11,Gol Contra
2433,5102,12,Atletico-MG,Amarelo,Jemerson de Jesus Nascimento,4.0,Zagueiro,79,5637.0,28.0,Fluminense,Marcos Júnior,54,
2434,5102,12,Sport,Amarelo,Rithely,21.0,Meio-campo,41,5639.0,28.0,Vitoria,Zé Love,26,
2435,5102,12,Atletico-MG,Amarelo,Carlos César Neves,18.0,Zagueiro,86,5639.0,28.0,Vitoria,Marcelo Machado dos Santos,16,
2436,5102,12,Sport,Amarelo,Neto,25.0,,90+5,5639.0,28.0,Chapecoense,Tiaguinho,55,
2437,5103,12,Internacional,Amarelo,Nicolás Freitas,5.0,,46,5639.0,28.0,Vitoria,Kieza,40,
2438,5103,12,Flamengo,Amarelo,Marcelo Augusto Mathias da Silva,13.0,Zagueiro,71,5639.0,28.0,Vitoria,Zé Love,9,
2439,5103,12,Internacional,Amarelo,Rafael Moura,11.0,,75,5640.0,28.0,Santos,Ricardo Oliveira,31,Penalty
2440,5103,12,Internacional,Amarelo,Geferson Cerqueira Teles,24.0,Zagueiro,37,5640.0,28.0,Santos,Paulinho,83,
2441,5103,12,Flamengo,Amarelo,Jorge Marco de Oliveira Moraes,36.0,Zagueiro,27,5641.0,28.0,Botafogo-RJ,Neilton Mestzk,24,
2442,5104,12,Vasco,Amarelo,Rodrigo Baldasso da Costa,3.0,Zagueiro,82,5641.0,28.0,Botafogo-RJ,Diogo Barbosa,38,
2443,5104,12,Vasco,Amarelo,Anderson Salles,4.0,Zagueiro,29,5642.0,28.0,Atletico-MG,Clayton da Silveira da Silva,38,
2444,5104,12,Vasco,Amarelo,Madson,2.0,Zagueiro,68,5642.0,28.0,Ponte Preta,Roger Rodrigues da Silva,79,
2445,5105,12,Athletico-PR,Amarelo,Hernani Azevedo Junior,8.0,Meio-campo,90+1,5642.0,28.0,Atletico-MG,Júnior Urso,16,
2446,5105,12,Corinthians,Amarelo,Felipe Augusto de Almeida Monteiro,28.0,Zagueiro,49,5643.0,28.0,Cruzeiro,Henrique Pacheco Lima,72,
2447,5105,12,Athletico-PR,Amarelo,Nikão,11.0,Meio-campo,49,5644.0,28.0,Internacional,Victor Vinícius Coelho Santos,5,
2448,5106,12,Fluminense,Amarelo,Victor Oliveira,14.0,Zagueiro,82,5645.0,28.0,Palmeiras,Zé Roberto,33,
2449,5106,12,Cruzeiro,Amarelo,Willians Domingos Fernandes,5.0,Meio-campo,73,5645.0,28.0,Palmeiras,Leandro,66,
2450,5106,12,Fluminense,Amarelo,Fred,9.0,Atacante,59,5645.0,28.0,Palmeiras,Róger Guedes,80,
2451,5106,12,Cruzeiro,Amarelo,Paulo André,20.0,Zagueiro,21,5645.0,28.0,Santa Cruz,Grafite,70,Penalty
2452,5107,13,Santos,Amarelo,Paulo Ricardo Ferreira,32.0,Meio-campo,41,5645.0,28.0,Santa Cruz,Arthur Caike do Nascimento Cruz,56,
2453,5107,13,Figueirense,Amarelo,Fabinho,77.0,Meio-campo,57,5646.0,28.0,Coritiba,Juan Maldonado Jaimez Júnior,49,
2454,5107,13,Figueirense,Amarelo,Roberto Cereceda,36.0,Zagueiro,33,5646.0,28.0,Coritiba,Juan Maldonado Jaimez Júnior,73,
2455,5107,13,Figueirense,Amarelo,Leandro Silva,2.0,Zagueiro,80,5646.0,28.0,Coritiba,Colin Kâzım-Richards,13,
2456,5107,13,Figueirense,Amarelo,Rafael Bastos,16.0,Meio-campo,45+2,5648.0,29.0,Gremio,Jailson Marques Siqueira,53,
2457,5107,13,Figueirense,Amarelo,Yago Rocha,27.0,Meio-campo,28,5647.0,29.0,Chapecoense,Filipe Machado,19,
2458,5108,13,Gremio,Amarelo,Walace,5.0,Meio-campo,38,5647.0,29.0,Athletico-PR,Pablo Felipe Teixeira,84,
2459,5108,13,Vasco,Amarelo,Andrezinho,10.0,Meio-campo,81,5647.0,29.0,Athletico-PR,Matheus Rossetto,88,
2460,5108,13,Vasco,Amarelo,Sérgio Antônio Borges Júnior,8.0,Meio-campo,90+2,5647.0,29.0,Athletico-PR,Hernani Azevedo Junior,42,Penalty
2461,5108,13,Vasco,Amarelo,Pablo Guiñazú,5.0,Meio-campo,24,5650.0,29.0,Fluminense,Wellington do Nascimento Silva,64,
2462,5109,13,Ponte Preta,Amarelo,Biro-Biro,11.0,Meio-campo,78,5650.0,29.0,Santos,Jonathan Copete,48,
2463,5109,13,Atletico-MG,Amarelo,Giovanni Augusto,14.0,Meio-campo,54,5650.0,29.0,Santos,Ricardo Oliveira,80,
2464,5109,13,Atletico-MG,Amarelo,Leandro Donizete,8.0,Meio-campo,56,5651.0,29.0,Sport,Diego Souza,43,
2465,5109,13,Atletico-MG,Amarelo,Carlos César Neves,18.0,Zagueiro,18,5651.0,29.0,Sao Paulo,Thiago Henrique Mendes Ribeiro,25,
2466,5110,13,Sao Paulo,Amarelo,Luís Fabiano,9.0,Atacante,50,5652.0,29.0,Internacional,Victor Vinícius Coelho Santos,87,Penalty
